route,weather,hour,day_of_week,delay_minutes
Route 58 (CBD-Westlands),sunny,6.0,Sunday,16.2
Route 111 (CBD-Rongai),heavy_rain,17.0,Monday,60.2
Route 33 (CBD-Umoja),light_rain,7.0,Friday,21.8
Route 9 (CBD-Karen),heavy_rain,7.0,Wednesday,37.9
Route 33 (CBD-Umoja),cloudy,7.0,Thursday,22.2
Route 58 (CBD-Westlands),sunny,,Saturday,13.5
Route 9 (CBD-Karen),light_rain,10.0,Wednesday,12.1
Route 33 (CBD-Umoja),sunny,15.0,Sunday,6.7
Route 46 (CBD-Kikuyu),sunny,20.0,Thursday,18.2
Route 58 (CBD-Westlands),light_rain,10.0,Wednesday,12.2
Route 33 (CBD-Umoja),,21.0,Monday,4.9
Route 111 (CBD-Rongai),light_rain,17.0,Tuesday,
Route 111 (CBD-Rongai),cloudy,15.0,Tuesday,20.5
Route 33 (CBD-Umoja),light_rain,8.0,Friday,25.7
Route 46 (CBD-Kikuyu),sunny,17.0,Monday,30.0
Route 9 (CBD-Karen),light_rain,7.0,Friday,26.3
Route 9 (CBD-Karen),cloudy,19.0,Wednesday,28.5
Route 58 (CBD-Westlands),cloudy,,Monday,18.9
Route 33 (CBD-Umoja),light_rain,5.0,Sunday,2.0
Route 33 (CBD-Umoja),cloudy,21.0,Tuesday,9.4
Route 58 (CBD-Westlands),light_rain,7.0,Monday,30.7
Route 9 (CBD-Karen),heavy_rain,7.0,Friday,33.9
Route 33 (CBD-Umoja),sunny,18.0,Saturday,5.7
Route 9 (CBD-Karen),heavy_rain,15.0,Wednesday,23.6
Route 58 (CBD-Westlands),sunny,9.0,Monday,16.8
Route 46 (CBD-Kikuyu),light_rain,11.0,Thursday,25.1
Route 58 (CBD-Westlands),light_rain,6.0,Tuesday,20.7
Route 58 (CBD-Westlands),,17.0,Friday,25.4
Route 58 (CBD-Westlands),sunny,17.0,Sunday,15.9
Route 111 (CBD-Rongai),,9.0,Monday,23.8
Route 58 (CBD-Westlands),cloudy,17.0,Wednesday,24.1
Route 46 (CBD-Kikuyu),light_rain,7.0,Monday,36.2
Route 58 (CBD-Westlands),,15.0,Monday,8.1
Route 46 (CBD-Kikuyu),,17.0,Thursday,45.6
Route 58 (CBD-Westlands),cloudy,13.0,Wednesday,12.3
Route 46 (CBD-Kikuyu),cloudy,14.0,Thursday,13.6
Route 9 (CBD-Karen),heavy_rain,9.0,Thursday,33.6
Route 46 (CBD-Kikuyu),sunny,17.0,Sunday,15.9
Route 9 (CBD-Karen),light_rain,17.0,Wednesday,23.8
Route 9 (CBD-Karen),sunny,20.0,Friday,5.2
Route 58 (CBD-Westlands),sunny,12.0,Saturday,15.9
Route 33 (CBD-Umoja),cloudy,17.0,Wednesday,19.7
Route 58 (CBD-Westlands),,16.0,Friday,16.4
Route 46 (CBD-Kikuyu),cloudy,11.0,Sunday,13.7
Route 9 (CBD-Karen),cloudy,20.0,Monday,11.6
Route 46 (CBD-Kikuyu),heavy_rain,5.0,Wednesday,32.7
Route 58 (CBD-Westlands),light_rain,6.0,Monday,21.7
Route 33 (CBD-Umoja),light_rain,7.0,Wednesday,25.8
Route 9 (CBD-Karen),light_rain,15.0,Tuesday,13.9
Route 111 (CBD-Rongai),light_rain,10.0,Saturday,22.5
Route 9 (CBD-Karen),cloudy,10.0,Thursday,10.9
Route 33 (CBD-Umoja),heavy_rain,6.0,Tuesday,10.0
Route 58 (CBD-Westlands),sunny,20.0,Tuesday,5.9
Route 9 (CBD-Karen),cloudy,7.0,Sunday,23.5
Route 111 (CBD-Rongai),sunny,13.0,Tuesday,24.6
Route 33 (CBD-Umoja),sunny,6.0,Thursday,7.0
Route 111 (CBD-Rongai),heavy_rain,17.0,Wednesday,55.5
Route 46 (CBD-Kikuyu),cloudy,10.0,Thursday,18.0
Route 9 (CBD-Karen),light_rain,8.0,Monday,38.3
Route 33 (CBD-Umoja),sunny,15.0,Friday,12.5
Route 111 (CBD-Rongai),cloudy,18.0,Tuesday,31.1
Route 111 (CBD-Rongai),light_rain,14.0,Wednesday,25.0
Route 111 (CBD-Rongai),,6.0,Wednesday,15.2
Route 46 (CBD-Kikuyu),,11.0,Monday,34.4
Route 33 (CBD-Umoja),heavy_rain,8.0,Wednesday,26.2
Route 9 (CBD-Karen),sunny,22.0,Thursday,4.3
Route 111 (CBD-Rongai),sunny,13.0,Thursday,15.4
Route 33 (CBD-Umoja),cloudy,8.0,Monday,15.3
Route 46 (CBD-Kikuyu),cloudy,22.0,Monday,23.5
Route 46 (CBD-Kikuyu),heavy_rain,12.0,Thursday,37.1
Route 33 (CBD-Umoja),cloudy,8.0,Sunday,15.6
Route 58 (CBD-Westlands),cloudy,9.0,Monday,30.3
Route 58 (CBD-Westlands),light_rain,15.0,Saturday,15.5
Route 111 (CBD-Rongai),light_rain,13.0,Friday,25.4
Route 46 (CBD-Kikuyu),heavy_rain,8.0,Thursday,49.7
Route 33 (CBD-Umoja),sunny,8.0,Sunday,16.2
Route 111 (CBD-Rongai),light_rain,17.0,Saturday,
Route 9 (CBD-Karen),heavy_rain,9.0,Friday,
Route 9 (CBD-Karen),cloudy,6.0,Saturday,4.5
Route 9 (CBD-Karen),light_rain,14.0,Wednesday,10.5
Route 58 (CBD-Westlands),cloudy,14.0,Saturday,14.1
Route 111 (CBD-Rongai),sunny,11.0,Thursday,25.6
Route 46 (CBD-Kikuyu),light_rain,6.0,Friday,16.8
Route 111 (CBD-Rongai),,21.0,Friday,23.9
Route 33 (CBD-Umoja),cloudy,6.0,Thursday,7.0
Route 9 (CBD-Karen),heavy_rain,21.0,Thursday,
Route 9 (CBD-Karen),heavy_rain,19.0,Tuesday,31.6
Route 9 (CBD-Karen),cloudy,13.0,Saturday,
Route 33 (CBD-Umoja),cloudy,11.0,Sunday,5.8
Route 111 (CBD-Rongai),sunny,5.0,Thursday,14.7
Route 33 (CBD-Umoja),cloudy,13.0,Friday,10.7
Route 9 (CBD-Karen),heavy_rain,17.0,Sunday,29.8
Route 46 (CBD-Kikuyu),heavy_rain,8.0,Monday,42.6
Route 9 (CBD-Karen),light_rain,14.0,Saturday,8.4
Route 9 (CBD-Karen),light_rain,13.0,Saturday,9.7
Route 58 (CBD-Westlands),cloudy,6.0,Sunday,13.4
Route 9 (CBD-Karen),cloudy,5.0,Saturday,10.0
Route 111 (CBD-Rongai),heavy_rain,6.0,Friday,39.3
Route 58 (CBD-Westlands),heavy_rain,16.0,Friday,29.2
Route 46 (CBD-Kikuyu),cloudy,14.0,Monday,19.8
Route 46 (CBD-Kikuyu),cloudy,15.0,Saturday,6.1
Route 9 (CBD-Karen),heavy_rain,15.0,Wednesday,26.2
Route 111 (CBD-Rongai),sunny,7.0,Thursday,25.3
Route 111 (CBD-Rongai),light_rain,18.0,Monday,41.1
Route 9 (CBD-Karen),heavy_rain,19.0,Tuesday,30.9
Route 111 (CBD-Rongai),light_rain,,Wednesday,21.6
Route 58 (CBD-Westlands),cloudy,20.0,Sunday,3.9
Route 111 (CBD-Rongai),heavy_rain,18.0,Thursday,53.4
Route 9 (CBD-Karen),sunny,15.0,Sunday,7.0
Route 58 (CBD-Westlands),cloudy,16.0,Wednesday,10.8
Route 58 (CBD-Westlands),sunny,6.0,Wednesday,14.6
Route 46 (CBD-Kikuyu),light_rain,18.0,Saturday,21.8
Route 9 (CBD-Karen),cloudy,10.0,Sunday,7.7
Route 58 (CBD-Westlands),cloudy,5.0,Friday,9.6
Route 33 (CBD-Umoja),heavy_rain,13.0,Sunday,12.6
Route 33 (CBD-Umoja),sunny,6.0,Saturday,4.2
Route 9 (CBD-Karen),heavy_rain,9.0,Tuesday,30.6
Route 33 (CBD-Umoja),light_rain,9.0,Thursday,21.3
Route 33 (CBD-Umoja),light_rain,8.0,Sunday,22.8
Route 9 (CBD-Karen),cloudy,16.0,Saturday,5.7
Route 58 (CBD-Westlands),,15.0,Tuesday,32.1
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Monday,39.1
Route 9 (CBD-Karen),cloudy,19.0,Wednesday,24.1
Route 33 (CBD-Umoja),light_rain,16.0,Sunday,14.6
Route 33 (CBD-Umoja),sunny,9.0,Saturday,4.1
Route 46 (CBD-Kikuyu),light_rain,7.0,Wednesday,29.2
Route 111 (CBD-Rongai),light_rain,17.0,Saturday,37.1
Route 58 (CBD-Westlands),sunny,9.0,Saturday,17.2
Route 33 (CBD-Umoja),heavy_rain,20.0,Sunday,16.7
Route 9 (CBD-Karen),sunny,9.0,Thursday,17.6
Route 33 (CBD-Umoja),sunny,13.0,Saturday,4.3
Route 46 (CBD-Kikuyu),cloudy,15.0,Friday,16.2
Route 58 (CBD-Westlands),heavy_rain,16.0,Saturday,29.5
Route 46 (CBD-Kikuyu),sunny,5.0,Saturday,11.0
Route 111 (CBD-Rongai),cloudy,7.0,Sunday,29.0
Route 33 (CBD-Umoja),cloudy,22.0,Saturday,4.0
Route 111 (CBD-Rongai),heavy_rain,7.0,Sunday,47.2
Route 33 (CBD-Umoja),,17.0,Thursday,16.3
Route 46 (CBD-Kikuyu),light_rain,21.0,Friday,24.0
Route 9 (CBD-Karen),sunny,12.0,Sunday,4.3
Route 111 (CBD-Rongai),light_rain,19.0,Monday,
Route 9 (CBD-Karen),light_rain,22.0,Friday,24.3
Route 111 (CBD-Rongai),cloudy,18.0,Monday,35.1
Route 111 (CBD-Rongai),cloudy,19.0,Sunday,26.3
Route 111 (CBD-Rongai),sunny,8.0,Sunday,28.8
Route 46 (CBD-Kikuyu),cloudy,20.0,Monday,15.2
Route 46 (CBD-Kikuyu),heavy_rain,21.0,Sunday,21.4
Route 58 (CBD-Westlands),sunny,17.0,Saturday,14.0
Route 111 (CBD-Rongai),heavy_rain,12.0,Wednesday,35.7
Route 58 (CBD-Westlands),cloudy,18.0,Friday,23.0
Route 46 (CBD-Kikuyu),light_rain,22.0,Saturday,18.5
Route 9 (CBD-Karen),cloudy,10.0,Friday,18.7
Route 9 (CBD-Karen),heavy_rain,18.0,Saturday,31.3
Route 111 (CBD-Rongai),,21.0,Monday,17.1
Route 58 (CBD-Westlands),light_rain,10.0,Wednesday,22.5
Route 9 (CBD-Karen),cloudy,22.0,Monday,3.2
Route 46 (CBD-Kikuyu),cloudy,22.0,Thursday,17.7
Route 9 (CBD-Karen),sunny,17.0,Thursday,23.1
Route 46 (CBD-Kikuyu),sunny,5.0,Saturday,4.1
Route 111 (CBD-Rongai),cloudy,16.0,Sunday,22.2
Route 58 (CBD-Westlands),light_rain,19.0,Tuesday,30.6
Route 46 (CBD-Kikuyu),sunny,17.0,Monday,22.3
Route 46 (CBD-Kikuyu),light_rain,5.0,Wednesday,
Route 9 (CBD-Karen),sunny,14.0,Thursday,19.1
Route 9 (CBD-Karen),cloudy,10.0,Friday,12.7
Route 46 (CBD-Kikuyu),heavy_rain,7.0,Wednesday,44.6
Route 9 (CBD-Karen),light_rain,11.0,Sunday,10.2
Route 33 (CBD-Umoja),sunny,16.0,Thursday,4.6
Route 58 (CBD-Westlands),sunny,15.0,Thursday,15.3
Route 46 (CBD-Kikuyu),light_rain,5.0,Friday,19.0
Route 111 (CBD-Rongai),heavy_rain,6.0,Wednesday,43.5
Route 33 (CBD-Umoja),,22.0,Friday,7.7
Route 58 (CBD-Westlands),heavy_rain,8.0,Tuesday,40.7
Route 111 (CBD-Rongai),sunny,9.0,Monday,29.3
Route 33 (CBD-Umoja),cloudy,13.0,Friday,13.8
Route 111 (CBD-Rongai),heavy_rain,19.0,Saturday,47.2
Route 33 (CBD-Umoja),sunny,7.0,Sunday,12.9
Route 9 (CBD-Karen),sunny,14.0,Sunday,2.1
Route 111 (CBD-Rongai),heavy_rain,17.0,Sunday,47.4
Route 58 (CBD-Westlands),heavy_rain,22.0,Wednesday,30.3
Route 9 (CBD-Karen),sunny,22.0,Sunday,
Route 46 (CBD-Kikuyu),heavy_rain,22.0,Friday,29.9
Route 9 (CBD-Karen),cloudy,18.0,Saturday,21.5
Route 46 (CBD-Kikuyu),light_rain,11.0,Monday,27.8
Route 46 (CBD-Kikuyu),heavy_rain,22.0,Monday,35.3
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Wednesday,41.1
Route 46 (CBD-Kikuyu),sunny,11.0,Wednesday,10.9
Route 46 (CBD-Kikuyu),cloudy,16.0,Sunday,
Route 58 (CBD-Westlands),cloudy,18.0,Wednesday,17.3
Route 111 (CBD-Rongai),heavy_rain,19.0,Wednesday,59.2
Route 46 (CBD-Kikuyu),sunny,13.0,Sunday,12.6
Route 33 (CBD-Umoja),sunny,5.0,Sunday,3.8
Route 111 (CBD-Rongai),cloudy,6.0,Friday,22.7
Route 58 (CBD-Westlands),light_rain,17.0,Tuesday,24.7
Route 58 (CBD-Westlands),heavy_rain,21.0,Friday,
Route 58 (CBD-Westlands),cloudy,21.0,Tuesday,14.9
Route 58 (CBD-Westlands),heavy_rain,16.0,Monday,29.2
Route 9 (CBD-Karen),cloudy,6.0,Saturday,10.9
Route 111 (CBD-Rongai),heavy_rain,6.0,Monday,45.1
Route 46 (CBD-Kikuyu),light_rain,13.0,Friday,23.3
Route 9 (CBD-Karen),sunny,21.0,Wednesday,6.8
Route 9 (CBD-Karen),light_rain,20.0,Sunday,13.9
Route 58 (CBD-Westlands),heavy_rain,10.0,Tuesday,36.3
Route 58 (CBD-Westlands),cloudy,16.0,Friday,19.8
Route 9 (CBD-Karen),sunny,20.0,Saturday,12.4
Route 111 (CBD-Rongai),sunny,12.0,Monday,16.0
Route 46 (CBD-Kikuyu),sunny,9.0,Monday,20.0
Route 111 (CBD-Rongai),sunny,14.0,Monday,17.5
Route 111 (CBD-Rongai),cloudy,12.0,Sunday,17.8
Route 58 (CBD-Westlands),light_rain,10.0,Saturday,19.6
Route 33 (CBD-Umoja),cloudy,,Thursday,12.8
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Friday,49.7
Route 33 (CBD-Umoja),sunny,7.0,Thursday,17.4
Route 33 (CBD-Umoja),heavy_rain,21.0,Thursday,17.5
Route 58 (CBD-Westlands),heavy_rain,17.0,Wednesday,34.8
Route 46 (CBD-Kikuyu),sunny,18.0,Tuesday,17.4
Route 33 (CBD-Umoja),light_rain,,Thursday,16.1
Route 33 (CBD-Umoja),sunny,21.0,Monday,8.3
Route 111 (CBD-Rongai),light_rain,8.0,Tuesday,33.6
Route 46 (CBD-Kikuyu),heavy_rain,16.0,Friday,28.4
Route 111 (CBD-Rongai),heavy_rain,10.0,Wednesday,41.9
Route 46 (CBD-Kikuyu),light_rain,17.0,Saturday,35.1
Route 58 (CBD-Westlands),heavy_rain,10.0,Monday,27.8
Route 46 (CBD-Kikuyu),sunny,,Thursday,8.0
Route 58 (CBD-Westlands),heavy_rain,18.0,Monday,37.8
Route 33 (CBD-Umoja),heavy_rain,17.0,Friday,28.1
Route 33 (CBD-Umoja),,20.0,Thursday,0.0
Route 46 (CBD-Kikuyu),light_rain,11.0,Monday,22.2
Route 46 (CBD-Kikuyu),cloudy,,Wednesday,15.9
Route 9 (CBD-Karen),heavy_rain,16.0,Saturday,22.8
Route 33 (CBD-Umoja),sunny,22.0,Wednesday,15.4
Route 9 (CBD-Karen),light_rain,12.0,Friday,20.5
Route 33 (CBD-Umoja),light_rain,10.0,Thursday,11.7
Route 9 (CBD-Karen),sunny,21.0,Wednesday,5.6
Route 111 (CBD-Rongai),heavy_rain,20.0,Sunday,49.5
Route 111 (CBD-Rongai),sunny,20.0,Monday,18.2
Route 58 (CBD-Westlands),cloudy,15.0,Thursday,
Route 9 (CBD-Karen),cloudy,14.0,Monday,11.9
Route 46 (CBD-Kikuyu),cloudy,20.0,Wednesday,17.6
Route 58 (CBD-Westlands),heavy_rain,11.0,Tuesday,28.2
Route 58 (CBD-Westlands),cloudy,16.0,Tuesday,12.1
Route 111 (CBD-Rongai),sunny,22.0,Monday,15.8
Route 46 (CBD-Kikuyu),light_rain,20.0,Tuesday,22.3
Route 58 (CBD-Westlands),cloudy,6.0,Friday,12.2
Route 46 (CBD-Kikuyu),light_rain,17.0,Sunday,25.5
Route 46 (CBD-Kikuyu),,15.0,Saturday,30.0
Route 33 (CBD-Umoja),light_rain,16.0,Friday,11.8
Route 9 (CBD-Karen),heavy_rain,15.0,Wednesday,30.0
Route 9 (CBD-Karen),light_rain,17.0,Wednesday,15.4
Route 58 (CBD-Westlands),sunny,13.0,Sunday,12.4
Route 58 (CBD-Westlands),,20.0,Sunday,15.4
Route 46 (CBD-Kikuyu),light_rain,20.0,Wednesday,14.1
Route 33 (CBD-Umoja),cloudy,6.0,Tuesday,8.2
Route 111 (CBD-Rongai),light_rain,13.0,Wednesday,27.3
Route 9 (CBD-Karen),sunny,18.0,Monday,14.4
Route 46 (CBD-Kikuyu),cloudy,14.0,Wednesday,13.7
Route 111 (CBD-Rongai),sunny,17.0,Friday,23.6
Route 58 (CBD-Westlands),light_rain,18.0,Saturday,32.2
Route 33 (CBD-Umoja),cloudy,15.0,Tuesday,13.3
Route 46 (CBD-Kikuyu),heavy_rain,13.0,Thursday,38.7
Route 46 (CBD-Kikuyu),heavy_rain,,Tuesday,46.5
Route 9 (CBD-Karen),sunny,11.0,Tuesday,5.5
Route 111 (CBD-Rongai),sunny,5.0,Sunday,11.9
Route 9 (CBD-Karen),cloudy,7.0,Saturday,20.0
Route 9 (CBD-Karen),heavy_rain,9.0,Tuesday,
Route 9 (CBD-Karen),light_rain,20.0,Thursday,18.9
Route 111 (CBD-Rongai),cloudy,22.0,Tuesday,20.6
Route 46 (CBD-Kikuyu),heavy_rain,21.0,Saturday,28.1
Route 46 (CBD-Kikuyu),cloudy,7.0,Thursday,29.6
Route 33 (CBD-Umoja),sunny,21.0,Sunday,5.8
Route 46 (CBD-Kikuyu),sunny,,Sunday,8.6
Route 9 (CBD-Karen),cloudy,5.0,Friday,16.6
Route 111 (CBD-Rongai),cloudy,10.0,Saturday,13.3
Route 9 (CBD-Karen),sunny,18.0,Saturday,18.5
Route 9 (CBD-Karen),light_rain,22.0,Sunday,14.4
Route 58 (CBD-Westlands),light_rain,8.0,Saturday,24.0
Route 111 (CBD-Rongai),cloudy,15.0,Monday,
Route 33 (CBD-Umoja),light_rain,13.0,Tuesday,7.8
Route 58 (CBD-Westlands),sunny,20.0,Tuesday,15.7
Route 9 (CBD-Karen),heavy_rain,6.0,Wednesday,23.3
Route 9 (CBD-Karen),heavy_rain,7.0,Friday,31.9
Route 111 (CBD-Rongai),sunny,8.0,Sunday,28.2
Route 58 (CBD-Westlands),sunny,11.0,Thursday,9.2
Route 58 (CBD-Westlands),heavy_rain,17.0,Saturday,29.2
Route 33 (CBD-Umoja),sunny,13.0,Thursday,1.8
Route 58 (CBD-Westlands),sunny,,Saturday,10.4
Route 46 (CBD-Kikuyu),sunny,17.0,Sunday,14.9
Route 111 (CBD-Rongai),cloudy,16.0,Sunday,24.6
Route 46 (CBD-Kikuyu),light_rain,6.0,Monday,14.1
Route 33 (CBD-Umoja),cloudy,20.0,Tuesday,16.4
Route 9 (CBD-Karen),heavy_rain,11.0,Monday,24.8
Route 33 (CBD-Umoja),heavy_rain,19.0,Friday,28.8
Route 58 (CBD-Westlands),light_rain,15.0,Saturday,13.0
Route 46 (CBD-Kikuyu),cloudy,7.0,Friday,28.4
Route 9 (CBD-Karen),heavy_rain,5.0,Sunday,19.8
Route 33 (CBD-Umoja),light_rain,12.0,Wednesday,17.2
Route 111 (CBD-Rongai),cloudy,21.0,Saturday,18.1
Route 9 (CBD-Karen),heavy_rain,15.0,Monday,24.6
Route 58 (CBD-Westlands),cloudy,6.0,Tuesday,
Route 111 (CBD-Rongai),heavy_rain,21.0,Friday,43.0
Route 46 (CBD-Kikuyu),sunny,5.0,Tuesday,15.2
Route 111 (CBD-Rongai),sunny,16.0,Friday,11.2
Route 33 (CBD-Umoja),light_rain,21.0,Monday,7.4
Route 58 (CBD-Westlands),sunny,8.0,Saturday,21.0
Route 58 (CBD-Westlands),cloudy,22.0,Saturday,11.1
Route 46 (CBD-Kikuyu),light_rain,19.0,Saturday,27.7
Route 58 (CBD-Westlands),heavy_rain,21.0,Wednesday,28.9
Route 9 (CBD-Karen),light_rain,22.0,Wednesday,17.4
Route 9 (CBD-Karen),cloudy,22.0,Tuesday,9.8
Route 9 (CBD-Karen),,19.0,Thursday,30.9
Route 33 (CBD-Umoja),cloudy,14.0,Monday,10.4
Route 33 (CBD-Umoja),light_rain,22.0,Friday,8.9
Route 33 (CBD-Umoja),heavy_rain,16.0,Tuesday,20.8
Route 58 (CBD-Westlands),light_rain,14.0,Monday,12.4
Route 33 (CBD-Umoja),light_rain,20.0,Tuesday,16.9
Route 33 (CBD-Umoja),light_rain,6.0,Saturday,10.7
Route 9 (CBD-Karen),light_rain,18.0,Thursday,27.0
Route 46 (CBD-Kikuyu),sunny,17.0,Monday,27.9
Route 58 (CBD-Westlands),light_rain,21.0,Saturday,21.9
Route 111 (CBD-Rongai),heavy_rain,21.0,Monday,47.3
Route 58 (CBD-Westlands),light_rain,7.0,Thursday,21.8
Route 33 (CBD-Umoja),heavy_rain,21.0,Thursday,14.1
Route 46 (CBD-Kikuyu),cloudy,20.0,Thursday,14.3
Route 46 (CBD-Kikuyu),cloudy,12.0,Monday,16.9
Route 46 (CBD-Kikuyu),sunny,8.0,Saturday,22.1
Route 9 (CBD-Karen),sunny,14.0,Tuesday,7.1
Route 111 (CBD-Rongai),cloudy,19.0,Monday,32.3
Route 58 (CBD-Westlands),sunny,8.0,Saturday,15.0
Route 9 (CBD-Karen),sunny,15.0,Saturday,3.6
Route 9 (CBD-Karen),cloudy,22.0,Tuesday,6.4
Route 111 (CBD-Rongai),cloudy,5.0,Thursday,17.9
Route 58 (CBD-Westlands),sunny,14.0,Tuesday,6.6
Route 33 (CBD-Umoja),sunny,17.0,Saturday,10.1
Route 33 (CBD-Umoja),sunny,14.0,Sunday,8.2
Route 46 (CBD-Kikuyu),sunny,15.0,Thursday,10.2
Route 46 (CBD-Kikuyu),,22.0,Saturday,40.1
Route 9 (CBD-Karen),heavy_rain,17.0,Saturday,32.0
Route 9 (CBD-Karen),cloudy,21.0,Wednesday,12.7
Route 33 (CBD-Umoja),light_rain,12.0,Tuesday,9.4
Route 111 (CBD-Rongai),cloudy,18.0,Tuesday,34.4
Route 46 (CBD-Kikuyu),light_rain,19.0,Friday,30.1
Route 58 (CBD-Westlands),cloudy,14.0,Saturday,10.9
Route 58 (CBD-Westlands),cloudy,15.0,Monday,24.6
Route 9 (CBD-Karen),cloudy,5.0,Sunday,7.6
Route 9 (CBD-Karen),heavy_rain,13.0,Tuesday,28.6
Route 46 (CBD-Kikuyu),light_rain,12.0,Friday,19.6
Route 111 (CBD-Rongai),cloudy,21.0,Sunday,17.5
Route 111 (CBD-Rongai),heavy_rain,20.0,Tuesday,50.3
Route 33 (CBD-Umoja),light_rain,18.0,Tuesday,20.3
Route 33 (CBD-Umoja),cloudy,19.0,Sunday,22.8
Route 58 (CBD-Westlands),,17.0,Sunday,37.6
Route 9 (CBD-Karen),heavy_rain,22.0,Friday,
Route 33 (CBD-Umoja),heavy_rain,19.0,Sunday,27.7
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Friday,37.5
Route 58 (CBD-Westlands),light_rain,19.0,Thursday,31.7
Route 58 (CBD-Westlands),heavy_rain,14.0,Friday,22.5
Route 111 (CBD-Rongai),heavy_rain,7.0,Saturday,46.3
Route 46 (CBD-Kikuyu),cloudy,,Thursday,25.8
Route 58 (CBD-Westlands),heavy_rain,7.0,Wednesday,38.5
Route 58 (CBD-Westlands),sunny,7.0,Monday,24.5
Route 111 (CBD-Rongai),cloudy,17.0,Friday,32.3
Route 46 (CBD-Kikuyu),cloudy,10.0,Sunday,7.5
Route 9 (CBD-Karen),light_rain,19.0,Wednesday,27.5
Route 58 (CBD-Westlands),sunny,13.0,Monday,14.4
Route 33 (CBD-Umoja),heavy_rain,12.0,Tuesday,21.4
Route 33 (CBD-Umoja),sunny,12.0,Friday,12.3
Route 58 (CBD-Westlands),sunny,10.0,Tuesday,15.3
Route 33 (CBD-Umoja),,15.0,Monday,14.6
Route 9 (CBD-Karen),cloudy,19.0,Saturday,17.7
Route 9 (CBD-Karen),light_rain,16.0,Thursday,9.4
Route 33 (CBD-Umoja),light_rain,20.0,Tuesday,14.5
Route 111 (CBD-Rongai),cloudy,11.0,Friday,22.4
Route 46 (CBD-Kikuyu),sunny,20.0,Saturday,11.1
Route 9 (CBD-Karen),heavy_rain,15.0,Wednesday,18.9
Route 58 (CBD-Westlands),heavy_rain,21.0,Saturday,20.5
Route 46 (CBD-Kikuyu),,,Tuesday,21.0
Route 33 (CBD-Umoja),,18.0,Thursday,19.4
Route 58 (CBD-Westlands),sunny,11.0,Saturday,10.7
Route 46 (CBD-Kikuyu),light_rain,5.0,Monday,22.5
Route 46 (CBD-Kikuyu),sunny,10.0,Tuesday,14.1
Route 111 (CBD-Rongai),sunny,9.0,Thursday,31.8
Route 9 (CBD-Karen),heavy_rain,18.0,Saturday,27.9
Route 9 (CBD-Karen),sunny,11.0,Friday,10.4
Route 9 (CBD-Karen),sunny,9.0,Wednesday,18.2
Route 46 (CBD-Kikuyu),cloudy,17.0,Tuesday,25.1
Route 9 (CBD-Karen),sunny,13.0,Thursday,8.8
Route 9 (CBD-Karen),cloudy,21.0,Wednesday,
Route 58 (CBD-Westlands),,19.0,Friday,20.1
Route 58 (CBD-Westlands),light_rain,20.0,Saturday,20.2
Route 33 (CBD-Umoja),,11.0,Saturday,2.0
Route 33 (CBD-Umoja),sunny,14.0,Monday,7.3
Route 111 (CBD-Rongai),sunny,8.0,Friday,
Route 9 (CBD-Karen),cloudy,15.0,Tuesday,17.8
Route 111 (CBD-Rongai),sunny,13.0,Tuesday,18.8
Route 46 (CBD-Kikuyu),sunny,11.0,Friday,18.1
Route 9 (CBD-Karen),cloudy,10.0,Monday,6.1
Route 33 (CBD-Umoja),cloudy,5.0,Thursday,10.7
Route 33 (CBD-Umoja),heavy_rain,17.0,Tuesday,32.8
Route 111 (CBD-Rongai),light_rain,14.0,Wednesday,29.1
Route 46 (CBD-Kikuyu),sunny,19.0,Friday,28.3
Route 111 (CBD-Rongai),sunny,19.0,Wednesday,25.9
Route 58 (CBD-Westlands),cloudy,9.0,Sunday,26.0
Route 58 (CBD-Westlands),light_rain,15.0,Thursday,28.4
Route 111 (CBD-Rongai),heavy_rain,10.0,Wednesday,41.7
Route 33 (CBD-Umoja),heavy_rain,8.0,Wednesday,27.4
Route 111 (CBD-Rongai),heavy_rain,18.0,Tuesday,59.0
Route 111 (CBD-Rongai),sunny,15.0,Tuesday,24.3
Route 111 (CBD-Rongai),light_rain,22.0,Saturday,22.7
Route 46 (CBD-Kikuyu),heavy_rain,8.0,Friday,41.9
Route 111 (CBD-Rongai),cloudy,14.0,Thursday,20.5
Route 111 (CBD-Rongai),light_rain,20.0,Saturday,19.4
Route 46 (CBD-Kikuyu),sunny,9.0,Saturday,16.3
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Tuesday,29.6
Route 9 (CBD-Karen),heavy_rain,16.0,Monday,20.9
Route 58 (CBD-Westlands),light_rain,6.0,Wednesday,
Route 46 (CBD-Kikuyu),light_rain,8.0,Sunday,29.3
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Saturday,35.8
Route 58 (CBD-Westlands),heavy_rain,9.0,Tuesday,34.8
Route 111 (CBD-Rongai),cloudy,14.0,Sunday,21.5
Route 33 (CBD-Umoja),cloudy,20.0,Saturday,4.7
Route 111 (CBD-Rongai),heavy_rain,18.0,Friday,53.0
Route 111 (CBD-Rongai),heavy_rain,16.0,Tuesday,45.9
Route 58 (CBD-Westlands),light_rain,18.0,Friday,
Route 111 (CBD-Rongai),light_rain,8.0,Friday,40.3
